KOD_FASILITI,NAMA,ALAMAT,POSKOD,NEGERI,DAERAH,STATUS,SEKTOR,KATEGORI_FASILITI,JENIS_FASILITI
21-13100144,KK NANGA MERIT,KLINIK KESIHATAN NANGA MERIT,96800,SARAWAK,KAPIT,BUKA,AWAM,KLINIK,KLINIK KESIHATAN
21-13110044,KK BAKO,"JALAN BAKO, KAMPUNG BAKO",93150,SARAWAK,KUCHING,BUKA,AWAM,KLINIK,KLINIK KESIHATAN
21-13110050,KK BATU KAWA,"JALAN ENG SING, OFF JALAN STAPOK, BATU KAWA",93250,SARAWAK,KUCHING,BUKA,AWAM,KLINIK,KLINIK KESIHATAN
21-13110067,KK BUNTAL,JALAN TENGAH,93050,SARAWAK,KUCHING,BUKA,AWAM,KLINIK,KLINIK KESIHATAN
21-13110068,KK BUNUK,KLINIK JALAN PUNCAK BORNEO,93250,SARAWAK,KUCHING,BUKA,AWAM,KLINIK,KLINIK KESIHATAN
21-13110084,KK KOTA SENTOSA,"KOTA SENTOSA, JALAN STAKAN",93250,SARAWAK,KUCHING,BUKA,AWAM,KLINIK,KLINIK KESIHATAN
21-13110129,KK JALAN MASJID,JALAN MASJID,93400,SARAWAK,KUCHING,BUKA,AWAM,KLINIK,KLINIK KESIHATAN
21-13110165,KK PADAWAN,JALAN PUNCAK BORNEO,93250,SARAWAK,KUCHING,BUKA,AWAM,KLINIK,KLINIK KESIHATAN
21-13110181,KK SANTUBONG,JALAN SULTAN TENGAH,93050,SARAWAK,KUCHING,BUKA,AWAM,KLINIK,KLINIK KESIHATAN
21-13110209,KK TANAH PUTEH,"TANAH PUTEH, JALAN PENDING, KUCHING",93450,SARAWAK,KUCHING,BUKA,AWAM,KLINIK,KLINIK KESIHATAN
21-13110218,KK TELAGA AIR,"JALAN MATANG, KAMPUNG TELAGA AIR",93050,SARAWAK,KUCHING,BUKA,AWAM,KLINIK,KLINIK KESIHATAN
21-13110220,KK TG.EMBANG,KAMPUNG TANJUNG EMBANG,93150,SARAWAK,KUCHING,BUKA,AWAM,KLINIK,KLINIK KESIHATAN
21-13110388,KK BRAANG BAYOR,KM 20 JALAN PUNCAK BORNEO,93050,SARAWAK,KUCHING,BUKA,AWAM,KLINIK,KLINIK KESIHATAN
21-13110389,KK PETRA JAYA,"LOT 8196,8197,8200,8201 DAN 3218 SECT.018,K.T.L.D., JALAN SIOL KANAN, PETRA JAYA, KUCHING, SARAWAK",93050,SARAWAK,KUCHING,BUKA,AWAM,KLINIK,KLINIK KESIHATAN
21-13110398,KK UTC KUCHING,"ARAS 2, UTC SARAWAK, JALAN BUKIT MATA, KUCHING",93100,SARAWAK,KUCHING,BUKA,AWAM,KLINIK,KLINIK KESIHATAN
21-13110250,KK MUARA TEBAS,"JALAN MUARA TEBAS, OFF JALAN BAKO",93100,SARAWAK,KUCHING,BUKA,AWAM,KLINIK,KLINIK KESIHATAN
21-13110372,KK TAMAN MALIHAH,"LOT 3144, BLOK 8, LAND DISTRICT",93050,SARAWAK,KUCHING,BUKA,AWAM,KLINIK,KLINIK KESIHATAN
21-13120054,KK BA KELALAN,PEKAN BA KELALAN,98850,SARAWAK,LAWAS,BUKA,AWAM,KLINIK,KLINIK KESIHATAN
21-13120087,KK KUALA LAWAS,BANDAR KUALA LAWAS,98850,SARAWAK,LAWAS,BUKA,AWAM,KLINIK,KLINIK KESIHATAN
21-13120096,KK LAWAS,"LOT 335-338, JALAN HOSPITAL",98850,SARAWAK,LAWAS,BUKA,AWAM,KLINIK,KLINIK KESIHATAN
21-13120115,KK LONG SEMADOH,LONG SEMANDOH,98850,SARAWAK,LAWAS,BUKA,AWAM,KLINIK,KLINIK KESIHATAN
21-13120116,KK LONG SUKANG,LONG SUKANG,98850,SARAWAK,LAWAS,BUKA,AWAM,KLINIK,KLINIK KESIHATAN
21-13120126,KK MERAPOK,"MERAPOK, JALAN SINDUMIN",98850,SARAWAK,LAWAS,BUKA,AWAM,KLINIK,KLINIK KESIHATAN
21-13120204,KK SUNDAR,PEKAN SUNDAR,98800,SARAWAK,LAWAS,BUKA,AWAM,KLINIK,KLINIK KESIHATAN
21-13120210,KK TANG LAPADAN,TANG LAPADAN,98850,SARAWAK,LAWAS,BUKA,AWAM,KLINIK,KLINIK KESIHATAN
21-13120223,KK TRUSAN,PEKAN TRUSAN,98850,SARAWAK,LAWAS,BUKA,AWAM,KLINIK,KLINIK KESIHATAN
21-13130049,KK BATU DANAU,BATU DANAU,98700,SARAWAK,LIMBANG,BUKA,AWAM,KLINIK,KLINIK KESIHATAN
21-13130089,KK KUALA MEDALAM,PEKAN KUALA MENDALAM,99700,SARAWAK,LIMBANG,BUKA,AWAM,KLINIK,KLINIK KESIHATAN
21-13130141,KK NANGA MEDAMIT,KAMPUNG NANGA MERIT,98700,SARAWAK,LIMBANG,BUKA,AWAM,KLINIK,KLINIK KESIHATAN
21-13130143,KK NANGA MERIT,KAMPUNG NANGA MERIT,98700,SARAWAK,LIMBANG,BUKA,AWAM,KLINIK,KLINIK KESIHATAN
21-13140048,KK BATANG AI,BATANG AI,95900,SARAWAK,LUBOK ANTU,BUKA,AWAM,KLINIK,KLINIK KESIHATAN
21-13140073,KK ENGKILILI,PEKAN ENGKILILI,95900,SARAWAK,LUBOK ANTU,BUKA,AWAM,KLINIK,KLINIK KESIHATAN
21-13140118,KK LUBOK ANTU,PEKAN LUBOK ANTU,95007,SARAWAK,LUBOK ANTU,BUKA,AWAM,KLINIK,KLINIK KESIHATAN
21-13140140,KK NANGA KESIT,NANGA KESIT,95900,SARAWAK,LUBOK ANTU,BUKA,AWAM,KLINIK,KLINIK KESIHATAN
21-13140147,KK NANGA PATOH,NANGA PATOH,95900,SARAWAK,LUBOK ANTU,BUKA,AWAM,KLINIK,KLINIK KESIHATAN
21-13140350,KK NANGA DELOK,NANGA DELOK,95900,SARAWAK,LUBOK ANTU,BUKA,AWAM,KLINIK,KLINIK KESIHATAN
21-13140253,KK NANGA STAMANG,NANGA STAMANG,95900,SARAWAK,LUBOK ANTU,BUKA,AWAM,KLINIK,KLINIK KESIHATAN
21-13150191,KK SEMATAN,"JALAN SUNGAI KILANG, SEMATAN",94100,SARAWAK,LUNDU,BUKA,AWAM,KLINIK,KLINIK KESIHATAN
21-13150062,KK BIAWAK,KAMPUNG BIAWAK,94500,SARAWAK,LUNDU,BUKA,AWAM,KLINIK,KLINIK KESIHATAN
21-13150193,KK SAMPADI,KAMPUNG SAMPADI,94500,SARAWAK,LUNDU,BUKA,AWAM,KLINIK,KLINIK KESIHATAN
21-13150201,KK STOH RAMBUNGAN,KAMPUNG RAMBUNGAN,94500,SARAWAK,LUNDU,BUKA,AWAM,KLINIK,KLINIK KESIHATAN
21-13150650,KK STUNGKOR,"LOT 405, BLOCK 9 STUNGKOR LAND DISTRICT, JALAN BOKAH/RASAU/STUNGKOR, OFF JALAN. BAU-LUNDU",94500,SARAWAK,LUNDU,BUKA,AWAM,KLINIK,KLINIK KESIHATAN
21-13170112,KK LONG BEMANG,RUMAH PANJANG LONG BEMANG,98050,SARAWAK,MARUDI,BUKA,AWAM,KLINIK,KLINIK KESIHATAN
21-13170105,KK LONG PANAI,KAMPUNG LONG PANAI,98050,SARAWAK,MARUDI,BUKA,AWAM,KLINIK,KLINIK KESIHATAN
21-13170208,KK TAMAN NEGARA MULU,"LOT 696 BLOCK 361 OYA-DALAT LAND DISTRICT, MATU",98050,SARAWAK,MARUDI,BUKA,AWAM,KLINIK,KLINIK KESIHATAN
21-13180086,KK KUALA IGAN,"LOT 2217 BLOCK JEMORENG LAND DISTRICT, MATU",96300,SARAWAK,MATU,BUKA,AWAM,KLINIK,KLINIK KESIHATAN
21-13180088,KK KUALA MATU,"LOT 30 MATU TOWN DISTRICT, MATU",96250,SARAWAK,MATU,BUKA,AWAM,KLINIK,KLINIK KESIHATAN
21-13180122,KK MATU,"LOT 2 BLOCK 12 LASSA LAND DISTRICT, MATU",96000,SARAWAK,MATU,BUKA,AWAM,KLINIK,KLINIK KESIHATAN
21-13180171,KK NANGA PASSIN,KAMPUNG NANGA PASSIN,96000,SARAWAK,MATU,BUKA,AWAM,KLINIK,KLINIK KESIHATAN
21-13180176,KK RASSAU,"LOT 1037 BLOCK 12 JEMORENG LAND DISTRICT, MATU",96000,SARAWAK,MATU,BUKA,AWAM,KLINIK,KLINIK KESIHATAN
21-13180221,KK TIAN,KAMPUNG TIAN,96250,SARAWAK,MATU,BUKA,AWAM,KLINIK,KLINIK KESIHATAN
21-13160063,KK BINTANGOR,PEKAN BINTAGOR,96500,SARAWAK,MERADONG,BUKA,AWAM,KLINIK,KLINIK KESIHATAN
21-13190047,KK BARIO,PEKAN BARIO,98050,SARAWAK,MIRI,BUKA,AWAM,KLINIK,KLINIK KESIHATAN
21-13190102,KK LONG LELLANG,KAMPUNG LONG LELLANG,98050,SARAWAK,MIRI,BUKA,AWAM,KLINIK,KLINIK KESIHATAN
21-13190111,KK LONG BANGA,RUMAH PANJANG LONG BANGA,98050,SARAWAK,MIRI,BUKA,AWAM,KLINIK,KLINIK KESIHATAN
21-13190348,KK LONG SERIDAN,KAMPUNG LONG SERIDAN,98000,SARAWAK,MIRI,BUKA,AWAM,KLINIK,KLINIK KESIHATAN
21-13190255,KK PA' DALIH,JALAN KAYU BALAK,98050,SARAWAK,MIRI,BUKA,AWAM,KLINIK,KLINIK KESIHATAN
21-13190128,KK JALAN MERBAU,"BANDAR MIRI, JALAN MERBAU",98800,SARAWAK,MIRI,BUKA,AWAM,KLINIK,KLINIK KESIHATAN
21-13190225,KK TUDAN,JALAN TUDAN PERMYJAYA,98100,SARAWAK,MIRI,BUKA,AWAM,KLINIK,KLINIK KESIHATAN
21-13190639,KK UTC MIRI,"LOT 317 BLOCK 94 BALINGIAN LAND DISTRICT, BALINGIAN",98000,SARAWAK,MIRI,BUKA,AWAM,KLINIK,KLINIK KESIHATAN
21-13190369,KK SENADIN,"LOT 1014, TINGKAT BAWAH, BLOK 5, KUALA BARAM LAND DISTRICT, DESA SENADIN 7",98100,SARAWAK,MIRI,BUKA,AWAM,KLINIK,KLINIK KESIHATAN
21-13240672,KK BANDARAYA MIRI,"JALAN PADANG KERBAU, LOT 523, BLOCK 17, KUALA BARAM LAND DISTRICT, MIRI SARAWAK",98800,SARAWAK,MIRI,BUKA,AWAM,KLINIK,KLINIK KESIHATAN
21-13200046,KK BALINGIAN,"LOT 75 & LOT 76 BLOCK 23, BALINGIAN LAND DISTRICT, BALINGIAN",96400,SARAWAK,MUKAH,BUKA,AWAM,KLINIK,KLINIK KESIHATAN
21-13200085,KK KUALA BALINGIAN,"QUARTERS MM 3/1 MPOM, JALAN MUKAH - SELANGAU",96400,SARAWAK,MUKAH,BUKA,AWAM,KLINIK,KLINIK KESIHATAN
21-13200161,KK NANGA TAROH,"LOT 112 BLOCK 110 MUKAH LAND DISTRICT, MUKAH",96400,SARAWAK,MUKAH,BUKA,AWAM,KLINIK,KLINIK KESIHATAN
21-13200245,KK KAMPUNG TEH,"LOT 234 BLOCK 109 MUKAH LAND DISTRCIT, MUKAH",96300,SARAWAK,MUKAH,BUKA,AWAM,KLINIK,KLINIK KESIHATAN
21-13170671,KK SIMPANG BUKUT,"LOT 19, BLOCK 12, BAWAN LAND DISTRICT, SIMPANG BUKUT",96400,SARAWAK,MUKAH,BUKA,AWAM,KLINIK,KLINIK KESIHATAN
21-13200384,KK SESOK,"LOT 136, BLOK 109 (SESOK) MUKAH LAND DISTRICT",96400,SARAWAK,MUKAH,BUKA,AWAM,KLINIK,KLINIK KESIHATAN
21-13210135,KK NANGA ENTAIH,KAMPUNG ENTAIH,96150,SARAWAK,PAKAN,BUKA,AWAM,KLINIK,KLINIK KESIHATAN
21-13210152,KK NANGA WAK,KAMPUNG WAK,96150,SARAWAK,PAKAN,BUKA,AWAM,KLINIK,KLINIK KESIHATAN
21-13210160,KK NANGA KARA,KAMPUNG NANGA KARA,96150,SARAWAK,PAKAN,BUKA,AWAM,KLINIK,KLINIK KESIHATAN
21-13210166,KK PAKAN,PEKAN PAKAN,96150,SARAWAK,PAKAN,BUKA,AWAM,KLINIK,KLINIK KESIHATAN
21-13210388,KK KEMALIH,"KLINIK KESIHATAN KEMALIH,ULU ENTABAI",96150,SARAWAK,PAKAN,BUKA,AWAM,KLINIK,KLINIK KESIHATAN
21-13220083,KK KOTA SAMARAHAN,"KOTA SAMARAHAN, JALAN DATUK MUHAMAD MUSA",94300,SARAWAK,KOTA SAMARAHAN,BUKA,AWAM,KLINIK,KLINIK KESIHATAN
21-13220179,KK SAMBIR,KAMPUNG SAMBIR,94600,SARAWAK,KOTA SAMARAHAN,BUKA,AWAM,KLINIK,KLINIK KESIHATAN
21-13220379,KK SAMARINDAH,"SUB.LOT 669 JALAN SAMARINDAH, TAMAN SAMARINDAH, KOTA SAMARAHAN",94300,SARAWAK,KOTA SAMARAHAN,BUKA,AWAM,KLINIK,KLINIK KESIHATAN
21-13230154,KK NANGA ATOI,KAMPUNG NANGA ATOI,95400,SARAWAK,SARATOK,BUKA,AWAM,KLINIK,KLINIK KESIHATAN
21-13230157,KK NANGA BUDU,KAMPUNG NANGA BUDU,95400,SARAWAK,SARATOK,BUKA,AWAM,KLINIK,KLINIK KESIHATAN
21-13230177,KK ROBAN,PEKAN KECHIL ROBAN,95300,SARAWAK,SARATOK,BUKA,AWAM,KLINIK,KLINIK KESIHATAN
21-13250149,KK SEKUAU,KAMPUNG SEKAU,96000,SARAWAK,SELANGAU,BUKA,AWAM,KLINIK,KLINIK KESIHATAN
21-13250188,KK SELANGAU,KAMPUNG SELANGAU,96000,SARAWAK,SELANGAU,BUKA,AWAM,KLINIK,KLINIK KESIHATAN
21-13250205,KK SUNGAI ARIP,KAMPUNG SUNGAI ARIP,96000,SARAWAK,SELANGAU,BUKA,AWAM,KLINIK,KLINIK KESIHATAN
21-13250339,KK TEPUS,PEKAN TEPUS,96000,SARAWAK,SELANGAU,BUKA,AWAM,KLINIK,KLINIK KESIHATAN
21-13260045,KK BALAI RINGIN,KAMPUNG RINGIN,94700,SARAWAK,SERIAN,BUKA,AWAM,KLINIK,KLINIK KESIHATAN
21-13260189,KK ENSENGEI,KAMPUNG ENSENGEI,94700,SARAWAK,SERIAN,BUKA,AWAM,KLINIK,KLINIK KESIHATAN
21-13260213,KK TARAT,PEKAN TARAT,94700,SARAWAK,SERIAN,BUKA,AWAM,KLINIK,KLINIK KESIHATAN
21-13260222,KK TRIBOH,KAMPUNG TRIBOH,94700,SARAWAK,SERIAN,BUKA,AWAM,KLINIK,KLINIK KESIHATAN
21-13260195,KK SIBURAN,"KM 27, JALAN KUCHING/SERIAN",94200,SARAWAK,SERIAN,BUKA,AWAM,KLINIK,KLINIK KESIHATAN
21-13260219,KK TENG BUKAP,"TENG BUKAP, KM 15 JALAN PADAWAN, KUCHING",93250,SARAWAK,SERIAN,BUKA,AWAM,KLINIK,KLINIK KESIHATAN
21-13260342,KK KEDUP,KAMPUNG MENTONG MERAUH,94700,SARAWAK,SERIAN,BUKA,AWAM,KLINIK,KLINIK KESIHATAN
21-13050685,KK SERIAN,"JALAN TANGGA BY PASS, BANDAR SERIAN",94700,SARAWAK,SERIAN,BUKA,AWAM,KLINIK,KLINIK KESIHATAN
21-13260215,KK TEBAKANG,KAMPUNG TEBEKANG,94750,SARAWAK,TEBEDU,BUKA,AWAM,KLINIK,KLINIK KESIHATAN
21-13270053,KK BAWANG ASSAN,"BAWANG ASSAN, 9600 SIBU",96000,SARAWAK,SIBU,BUKA,AWAM,KLINIK,KLINIK KESIHATAN
21-13270072,KK DURIN,"KLINIK KESIHATAN DURIN, JALAN DURIN, SIBU",96000,SARAWAK,SIBU,BUKA,AWAM,KLINIK,KLINIK KESIHATAN
21-13270075,KK JALAN LANANG,"POLIKLINIK LANANG, JALAN ULU LANANG, SIBU",96000,SARAWAK,SIBU,BUKA,AWAM,KLINIK,KLINIK KESIHATAN
21-13270076,KK JALAN OYA,"JALAN BROTHER ALBINUS, PEKAN SIBU, SIBU",96000,SARAWAK,SIBU,BUKA,AWAM,KLINIK,KLINIK KESIHATAN
21-13270170,KK PASSAI SIONG,PASSAI SIONG,96000,SARAWAK,SIBU,BUKA,AWAM,KLINIK,KLINIK KESIHATAN
21-13270636,KK SIBU JAYA,KLINIK KESIHATAN SIBU JAYA,96000,SARAWAK,SIBU,BUKA,AWAM,KLINIK,KLINIK KESIHATAN
21-13270637,KK UTC SIBU,"CENTRAL MARKET, MUNICIPAL COUNCIL SIBU",96000,SARAWAK,SIBU,BUKA,AWAM,KLINIK,KLINIK KESIHATAN
21-13280074,KK GEDONG,KAMPUNG GEDONG,94300,SARAWAK,SIMUNJAN,BUKA,AWAM,KLINIK,KLINIK KESIHATAN
21-13280125,KK MENTU,KAMPUNG MENTU,94300,SARAWAK,SIMUNJAN,BUKA,AWAM,KLINIK,KLINIK KESIHATAN
21-13280130,KK MUNGGU LALLANG,KAMPUNG MUNGGU LALLANG,94800,SARAWAK,SIMUNJAN,BUKA,AWAM,KLINIK,KLINIK KESIHATAN
21-13280183,KK SEBANGAN,PEKAN SEBANGAN,94800,SARAWAK,SIMUNJAN,BUKA,AWAM,KLINIK,KLINIK KESIHATAN
21-13280185,KK SEBUYAU,PEKAN SEBUYAU,94300,SARAWAK,SIMUNJAN,BUKA,AWAM,KLINIK,KLINIK KESIHATAN
21-13290069,KK CHEMENONG,KAMPUNG CHEMENONG,96850,SARAWAK,SONG,BUKA,AWAM,KLINIK,KLINIK KESIHATAN
21-13290131,KK NANGA BANGKIT,KAMPUNG NANGA BANGKIT,96850,SARAWAK,SONG,BUKA,AWAM,KLINIK,KLINIK KESIHATAN
21-13290133,KK NANGA ENGKUAH,KAMPUNG ENGKUAH,96850,SARAWAK,SONG,BUKA,AWAM,KLINIK,KLINIK KESIHATAN
21-13290151,KK NANGA TEKALIT,NANGA TEKALIT,96850,SARAWAK,SONG,BUKA,AWAM,KLINIK,KLINIK KESIHATAN
21-13290198,KK SONG,PEKAN KECIL SONG,96850,SARAWAK,SONG,BUKA,AWAM,KLINIK,KLINIK KESIHATAN
21-13300051,KK BATU LINTANG,KAMPUNG BATU LINTANG,95007,SARAWAK,SRI AMAN,BUKA,AWAM,KLINIK,KLINIK KESIHATAN
21-13300109,KK LINGGA,KAMPUNG LINGGA,94500,SARAWAK,SRI AMAN,BUKA,AWAM,KLINIK,KLINIK KESIHATAN
21-13300136,KK NANGA ENTALAU,KAMPUNG NANGA ENTALAU,95007,SARAWAK,SRI AMAN,BUKA,AWAM,KLINIK,KLINIK KESIHATAN
21-13300169,KK PANTU,PEKAN PANTU,95000,SARAWAK,SRI AMAN,BUKA,AWAM,KLINIK,KLINIK KESIHATAN
21-13300197,KK SKRANG,KAMPUNG SKRANG,95000,SARAWAK,SRI AMAN,BUKA,AWAM,KLINIK,KLINIK KESIHATAN
21-13300211,KK TANJUNG BIJAT,KAMPUNG TANJUNG BILAT,95007,SARAWAK,SRI AMAN,BUKA,AWAM,KLINIK,KLINIK KESIHATAN
21-13310153,KK NANGA TAU,NANGA TAU,97000,SARAWAK,TATAU,BUKA,AWAM,KLINIK,KLINIK KESIHATAN
21-13310214,KK TATAU,PEKAN TATAU,97200,SARAWAK,TATAU,BUKA,AWAM,KLINIK,KLINIK KESIHATAN
21-13310093,KK KUALA TATAU,KAMPUNG KUALA TATAU,97200,SARAWAK,TATAU,BUKA,AWAM,KLINIK,KLINIK KESIHATAN
21-13390066,KK BUNAN GEGA,KAMPUNG BUNAN GEGA,94750,SARAWAK,TEBEDU,BUKA,AWAM,KLINIK,KLINIK KESIHATAN
21-13390168,KK PANGKALAN AMO,KAMPUNG PENGKALAN AMO,94700,SARAWAK,TEBEDU,BUKA,AWAM,KLINIK,KLINIK KESIHATAN
21-13390216,KK TEBEDU,PEKAN TEBEDU,94750,SARAWAK,TEBEDU,BUKA,AWAM,KLINIK,KLINIK KESIHATAN
21-13340057,KK BELADIN,"BELADIN, PUSA, SARIBAS",94950,SARAWAK,PUSA,BUKA,AWAM,KLINIK,KLINIK KESIHATAN
21-13340124,KK MELUDAM,"MELUDAM, SARIBAS",94850,SARAWAK,PUSA,BUKA,AWAM,KLINIK,KLINIK KESIHATAN
21-13340175,KK PUSA,PEKAN PUSA,94950,SARAWAK,PUSA,BUKA,AWAM,KLINIK,KLINIK KESIHATAN
21-13340190,KK SEMARANG,"PEKAN SEMARANG, PUSA",94950,SARAWAK,PUSA,BUKA,AWAM,KLINIK,KLINIK KESIHATAN
21-13350164,KK NYABOR,"LOT 159 BLOCK 9 KEDANG LAND DISTRICT, BELAWAI",95300,SARAWAK,KABONG,BUKA,AWAM,KLINIK,KLINIK KESIHATAN
21-13320059,KK BELAWAI,"LOT 161, RAJANG TOWN DISTRICT, BELAWAI",96200,SARAWAK,TANJUNG MANIS,BUKA,AWAM,KLINIK,KLINIK KESIHATAN
21-13320092,KK KUALA REJANG,"LOT 354 BLOCK 1 KEDANG LAND DISTRICT, DARO",96150,SARAWAK,TANJUNG MANIS,BUKA,AWAM,KLINIK,KLINIK KESIHATAN
21-13320167,KK PALOH,"PERUMAHAN STIDC, BELAWAI",96250,SARAWAK,TANJUNG MANIS,BUKA,AWAM,KLINIK,KLINIK KESIHATAN
21-13320212,KK TANJUNG MANIS,PEKAN TANJUNG MANIS,96150,SARAWAK,TANJUNG MANIS,BUKA,AWAM,KLINIK,KLINIK KESIHATAN
21-13330123,KK NANGA MELINAU,"NANGA MELINAU, SUNGAI MUJONG",96800,SARAWAK,BUKIT MABONG,BUKA,AWAM,KLINIK,KLINIK KESIHATAN
21-13330137,KK NANGA ENTAWAU,KAMPUNG ENTAWAU,96800,SARAWAK,BUKIT MABONG,BUKA,AWAM,KLINIK,KLINIK KESIHATAN
21-13330138,KK NANGA GAAT,KAMPUNG NANGA GAAT,96800,SARAWAK,BUKIT MABONG,BUKA,AWAM,KLINIK,KLINIK KESIHATAN
21-13330142,KK NANGA MERIRAI,KAMPUNG NANGA MERIRAI,96800,SARAWAK,BUKIT MABONG,BUKA,AWAM,KLINIK,KLINIK KESIHATAN
21-13330187,KK SEKEROH,SUNGAI SEKEROH,96800,SARAWAK,BUKIT MABONG,BUKA,AWAM,KLINIK,KLINIK KESIHATAN
21-13330228,KK TUNOH SCHEME,KAMPUNG TUNOH SCHEME,96800,SARAWAK,BUKIT MABONG,BUKA,AWAM,KLINIK,KLINIK KESIHATAN
21-13330647,KK LONG BUSANG,"KLINIK KESIHATAN LONG BUSANG, BELAGA",96900,SARAWAK,BUKIT MABONG,BUKA,AWAM,KLINIK,KLINIK KESIHATAN
21-13330146,KK NANGA MUJONG,"KAMPUNG NANGA MUJONG, SUNGAI MUJONG",96800,SARAWAK,BUKIT MABONG,BUKA,AWAM,KLINIK,KLINIK KESIHATAN
21-13400119,KK LUBOK TAPANG,LUBOK TAPANG,97000,SARAWAK,SEBAUH,BUKA,AWAM,KLINIK,KLINIK KESIHATAN
21-13400184,KK SEBAUH,PEKAN SEBAUH,97000,SARAWAK,SEBAUH,BUKA,AWAM,KLINIK,KLINIK KESIHATAN
21-13400224,KK TUBAU,"PEKAN TUBAU, BINTULU",97000,SARAWAK,SEBAUH,BUKA,AWAM,KLINIK,KLINIK KESIHATAN
21-13400641,KK LABANG,"KLINIK KESIHATAN LABANG, SEBAUH, BINTULU",97000,SARAWAK,SEBAUH,BUKA,AWAM,KLINIK,KLINIK KESIHATAN
21-13360052,KK BATU NIAH,BATU NIAH,98200,SARAWAK,SUBIS,BUKA,AWAM,KLINIK,KLINIK KESIHATAN
21-13360056,KK BEKENU,KAMPUNG BEKENU,98150,SARAWAK,SUBIS,BUKA,AWAM,KLINIK,KLINIK KESIHATAN
21-13360094,KK LADANG TIGA,PEKAN LADANG TIGA,98120,SARAWAK,SUBIS,BUKA,AWAM,KLINIK,KLINIK KESIHATAN
21-13360203,KK SUAI TEGAGENG,KAMPUNG SUAI TEGAGENG,98000,SARAWAK,SUBIS,BUKA,AWAM,KLINIK,KLINIK KESIHATAN
21-13360227,KK TUN HAJI OPENG,JALAN TUN HAJI OPENG,98000,SARAWAK,SUBIS,BUKA,AWAM,KLINIK,KLINIK KESIHATAN
21-13360349,KK JAMBATAN SUAI,JAMBATAN SUAI,98000,SARAWAK,SUBIS,BUKA,AWAM,KLINIK,KLINIK KESIHATAN
21-13360396,KK SEPUPOK,"JALAN BATU NIAH, PEKAN SEPUPOK, NIAH, MIRI",98200,SARAWAK,SUBIS,BUKA,AWAM,KLINIK,KLINIK KESIHATAN
21-13380098,KK LONG BEDIAN,RUMAH PANJANG LONG BEDIAN,98050,SARAWAK,TELANG USAN,BUKA,AWAM,KLINIK,KLINIK KESIHATAN
21-13380099,KK LONG JEEH,KAMPUNG LONG JEEH,98050,SARAWAK,TELANG USAN,BUKA,AWAM,KLINIK,KLINIK KESIHATAN
21-13380101,KK LONG KEVOK,KAMPUNG LONG KEVOK,98050,SARAWAK,TELANG USAN,BUKA,AWAM,KLINIK,KLINIK KESIHATAN
21-13380103,KK LONG MIRI,KAMPUNG LONG MIRI,98050,SARAWAK,TELANG USAN,BUKA,AWAM,KLINIK,KLINIK KESIHATAN
21-13380104,KK LONG NAAH,KAMPUNG LONG NAAH,98050,SARAWAK,TELANG USAN,BUKA,AWAM,KLINIK,KLINIK KESIHATAN
21-13380106,KK LONG PILLAH,KAMPUNG LONG PILAH,98050,SARAWAK,TELANG USAN,BUKA,AWAM,KLINIK,KLINIK KESIHATAN
21-13380107,KK LONG SAN,KAMPUNG LONG SAN,98050,SARAWAK,TELANG USAN,BUKA,AWAM,KLINIK,KLINIK KESIHATAN
21-13380110,KK LIO MATO,KAMPUNG LIO MATO,98050,SARAWAK,TELANG USAN,BUKA,AWAM,KLINIK,KLINIK KESIHATAN
21-13380113,KK LONG LAMA,KAMPUNG LONG LAMA,98050,SARAWAK,TELANG USAN,BUKA,AWAM,KLINIK,KLINIK KESIHATAN
21-13380229,KK ULU TERU,ULU TERU,98050,SARAWAK,TELANG USAN,BUKA,AWAM,KLINIK,KLINIK KESIHATAN
21-13380347,KK LONG MOH,KAMPUNG LONG MOH,98000,SARAWAK,TELANG USAN,BUKA,AWAM,KLINIK,KLINIK KESIHATAN
21-13380395,KK LONG JEKITAN,"D/A PEJABAT KESIHATAN BAHAGIAN MIRI, JALAN TEMENGGONG OYONG LAWAI JAU",98000,SARAWAK,TELANG USAN,BUKA,AWAM,KLINIK,KLINIK KESIHATAN
21-13370100,KK LONG JEGAN,KAMPUNG LONG JEGAN,98050,SARAWAK,BELURU,BUKA,AWAM,KLINIK,KLINIK KESIHATAN
21-13370108,KK LONG TERAN,KAMPUNG LONG TERAN,98050,SARAWAK,BELURU,BUKA,AWAM,KLINIK,KLINIK KESIHATAN
21-13370114,KK LONG LOYANG,KAMPUNG LONG LOYANG,98050,SARAWAK,BELURU,BUKA,AWAM,KLINIK,KLINIK KESIHATAN
21-13370117,KK LONG TERU,KAMPUNG LONG TERU,98050,SARAWAK,BELURU,BUKA,AWAM,KLINIK,KLINIK KESIHATAN
21-13040397,KKOM BETONG NEW TOWNSHIP,"NEW TOWNSHIP SUBLOT 36 (SURVEY LOT NO.2094), BANDAR BARU BETONG (FASA 3), JALAN BETONG, BETONG",95700,SARAWAK,BETONG,BUKA,AWAM,KLINIK,KLINIK KOMUNITI
21-13050354,KKOM SUNGAI PLAN,"SUBLOT 2813 KIDURONG COMMERCIAL CENTRE, SUNGAI PLAN, BINTULU",97000,SARAWAK,BINTULU,BUKA,AWAM,KLINIK,KLINIK KOMUNITI
